qID,gold,dataset,greedy,greedy_legal,p_top1,margin_top2,gold_rank,value_mass,one_split_exact,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12
heico__2227082,3,heico,1,1,0.844666475533275,0.715132529584589,3,0.9999723955507046,True,0.00017185835167765617,0.8446431589803797,0.12953037023544312,0.01547019649296999,0.006448936648666859,0.002372431568801403,0.000770215701777488,0.00019474102009553462,0.0002833465114235878,8.64158064359799e-05,5.46984216876433e-07,6.954123619674882e-08,1.0770758030271074e-07
heico__2227089,5,heico,3,3,0.3308076644942841,0.13016266622227002,3,0.9999726773312432,False,6.322912668110803e-05,0.023962972685694695,0.13789738714694977,0.3307986259460449,0.2006395161151886,0.1562582105398178,0.10739459097385406,0.023962972685694695,0.016469493508338928,0.002525678602978587,0.0,0.0,0.0
heico__2227110,6,heico,4,4,0.2751817069030956,0.0323347223770474,4,0.9999730470408394,False,1.93493724509608e-05,0.005039992742240429,0.04781811684370041,0.21430593729019165,0.2751742899417877,0.24284043908119202,0.1472901850938797,0.04219934344291687,0.02258767932653427,0.0026977139059454203,0.0,0.0,0.0
heico__2227123,4,heico,3,3,0.3654213603343317,0.042938156217794045,2,0.9999719294937677,False,2.5694534997455776e-05,0.005906320177018642,0.19559046626091003,0.36541110277175903,0.3224741518497467,0.09239039570093155,0.016055043786764145,0.0013178782537579536,0.0007054093875922263,9.546677028993145e-05,0.0,0.0,0.0
heico__2227130,10,heico,6,6,0.3411768023055518,0.07546802656312503,11,0.9999645516109013,False,1.3668864994542673e-05,0.0013942623045295477,0.002028639428317547,0.016985591500997543,0.05231930688023567,0.14221861958503723,0.3411647081375122,0.2656993567943573,0.16115480661392212,0.016985591500997543,0.0,0.0,0.0
heico__2227140,5,heico,4,4,0.6350105731656993,0.4288528305322399,3,0.9999662513528165,False,2.24516297748778e-05,0.0005109967314638197,0.03582363948225975,0.20615078508853912,0.6349891424179077,0.11034455895423889,0.011630232445895672,0.00030993521795608103,0.00016589633014518768,1.8613054635352455e-05,0.0,0.0,0.0
heico__2227141,2,heico,1,1,0.46923956989235466,0.1467346954243922,2,0.9999694237410809,True,0.0006225617835298181,0.46922522230177055,0.3224950134754181,0.13443592190742493,0.04945620894432068,0.01819392293691635,0.00405961275100708,0.000799385248683393,0.0005494088400155306,0.00013049604604020715,1.0605902298497431e-06,2.8545399207395024e-07,3.2346173237708133e-07
heico__2227144,9,heico,4,4,0.3986643078903066,0.124666590554369,9,0.9999752253074803,False,6.2548074311052915e-06,0.0008720530895516276,0.025485124439001083,0.21338436007499695,0.39865443110466003,0.2739909291267395,0.07849971204996109,0.007301610894501209,0.0016292096115648746,0.0001515401090728119,0.0,0.0,0.0
heico__2227156,6,heico,1,1,0.4158599731686481,0.04886310337823176,6,0.9999657707585823,True,0.0002299988700542599,0.4158457385972305,0.3669843077659607,0.15298183262348175,0.0438300259411335,0.014229525811970234,0.004619651008397341,0.0006252017337828875,0.0004869075783062726,0.00013104941172059625,1.0650953943808076e-06,1.9702284008930166e-07,2.69298309783817e-07
heico__2227161,6,heico,4,4,0.36396248685316457,0.04276671511420166,4,0.9999715443918831,False,1.3698379916604608e-05,0.0010222666896879673,0.0298750102519989,0.3211866319179535,0.3639521300792694,0.22074812650680542,0.05581386759877205,0.005191497970372438,0.001909845508635044,0.00025846948847174644,0.0,0.0,0.0
heico__2227164,9,heico,4,4,0.46358350851527264,0.1025443221462069,9,0.9999702150807934,False,9.941441931005102e-06,0.0013020719634369016,0.048859886825084686,0.36102843284606934,0.463569700717926,0.11720877140760422,0.007492906413972378,0.00037304984289221466,0.00010688056499930099,1.8573056877357885e-05,0.0,0.0,0.0
heico__2227174,4,heico,1,1,0.5294755645400772,0.2793626281928736,4,0.9999749159900737,True,7.881810597609729e-05,0.5294622831697605,0.25010666251182556,0.1181420236825943,0.049248918890953064,0.029870983213186264,0.014110052026808262,0.004580863285809755,0.0035675799008458853,0.0007960346410982311,7.803803378964068e-06,1.3560976866260326e-06,1.5366601501869907e-06
heico__2227177,4,heico,1,1,0.46039255617885094,0.18114914359132953,4,0.999970533253452,True,0.000136293368996121,0.4603789899080854,0.27923518419265747,0.14946381747722626,0.07060170918703079,0.029431169852614403,0.007441365160048008,0.0016603930853307247,0.0012931154342368245,0.0003269507724326104,1.1077174517545288e-06,2.049071304600784e-07,2.3219021111883897e-07
heico__2227183,6,heico,1,1,0.6631708295341356,0.3867199813663594,6,0.9999779880487203,True,0.00020898580260109156,0.6631562318501458,0.27644476294517517,0.048038896173238754,0.009459419175982475,0.0021106817293912172,0.0003904368495568633,7.222356362035498e-05,6.784775177948177e-05,2.8283149731578305e-05,1.48415982266861e-07,3.311607980127976e-08,3.752543542126686e-08
heico__2227189,5,heico,2,2,0.40041109549563353,0.0,5,0.9999688233583583,False,8.146845357259735e-05,0.07884315401315689,0.4003986120223999,0.4003986120223999,0.07884315401315689,0.0290047787129879,0.010670261457562447,0.0009924889309331775,0.0006019749562256038,0.0001343187759630382,0.0,0.0,0.0
heico__2227205,4,heico,3,3,0.5635781848389073,0.35624932686739624,2,0.9999748352129245,False,5.765841342508793e-05,0.010322035290300846,0.09793273359537125,0.5635640025138855,0.20732364058494568,0.09793273359537125,0.019284099340438843,0.0023031572345644236,0.0010879344772547483,0.00016684016736689955,0.0,0.0,0.0
heico__2227209,8,heico,5,5,0.29502965362880357,0.0,6,0.9999624780339218,False,1.7198008208652027e-05,0.0015481155132874846,0.010094980709254742,0.07459238171577454,0.17893782258033752,0.29501858353614807,0.29501858353614807,0.09577850997447968,0.045242566615343094,0.003713735844939947,0.0,0.0,0.0
heico__2227213,4,heico,2,2,0.455876356610194,0.1008394888069161,4,0.9999681493936805,False,8.185463957488537e-05,0.3550255596637726,0.4558618366718292,0.13060660660266876,0.0424017533659935,0.012148305773735046,0.002710653468966484,0.0005337593029253185,0.00047104095574468374,0.0001267789484700188,0.0,0.0,0.0
heico__2227225,10,heico,5,5,0.3700819741570178,0.0,11,0.9999655789943063,False,1.0847616067621857e-05,0.00026281370082870126,0.0017137606628239155,0.02365773357450962,0.1361408829689026,0.3700692355632782,0.3700692355632782,0.07287094742059708,0.02365773357450962,0.0015123883495107293,0.0,0.0,0.0
heico__2227235,4,heico,1,1,0.4607791627388877,0.10192312047477775,4,0.9999657287002459,True,0.00012037865235470235,0.46076337123808103,0.35884374380111694,0.11649950593709946,0.04856421798467636,0.012278957292437553,0.0021337629295885563,0.00037079237517900765,0.0003073976840823889,8.273496496258304e-05,6.316843802448661e-07,1.0977027686069766e-07,1.2438601018075503e-07
heico__2227237,7,heico,5,5,0.3521140831323559,0.11010982795910576,5,0.9999632620274497,False,3.602358265197836e-05,0.0008727715467102826,0.012048238888382912,0.14677760004997253,0.21356014907360077,0.3521011471748352,0.24199536442756653,0.022509073838591576,0.009383178316056728,0.0006797151290811598,0.0,0.0,0.0
heico__2227240,2,heico,1,1,0.8002328064732336,0.642657463755156,2,0.999980118189997,True,0.0003905824851244688,0.8002168963966171,0.1575722098350525,0.02738194353878498,0.008889616467058659,0.0037057434674352407,0.0010617132065817714,0.00030418593087233603,0.0003446878108661622,0.00011190375516889617,4.296149526846865e-07,9.005218439308975e-08,1.1562929783430466e-07
heico__2227247,8,heico,3,3,0.3961953593428891,0.08763809574834641,8,0.9999692161582061,False,4.053362499689683e-05,0.011963695287704468,0.12862184643745422,0.39618316292762756,0.3085477650165558,0.12862184643745422,0.02235112525522709,0.002355791162699461,0.0011127970647066832,0.0001706529437797144,0.0,0.0,0.0
heico__2227248,2,heico,3,3,0.3767889748267057,0.08334543788866236,2,0.9999775341675559,False,5.6087785196723416e-05,0.05099169537425041,0.2934369444847107,0.37678050994873047,0.20167608559131622,0.06547462940216064,0.010040860623121262,0.0009339455282315612,0.000499904970638454,8.687045919941738e-05,0.0,0.0,0.0
heico__2227252,4,heico,3,3,0.40160958280627085,0.12558761199980453,3,0.9999646449577995,False,8.698191959410906e-05,0.07907881587743759,0.27601221203804016,0.4015953838825226,0.13037893176078796,0.07907881587743759,0.02567313425242901,0.004461321979761124,0.0030662184581160545,0.0005328289116732776,0.0,0.0,0.0
heico__2227254,3,heico,1,1,0.3999306409656441,0.12506133218881132,3,0.9999626447881439,True,0.00015202024951577187,0.3999157014718231,0.2748590409755707,0.16671043634414673,0.10111498832702637,0.04215099662542343,0.010657441802322865,0.002377996454015374,0.0016343715833500028,0.00038819725159555674,1.0242953878094365e-06,2.1470398311543575e-07,2.1470398311543575e-07
heico__2227272,3,heico,2,2,0.5238307139811859,0.11587092438799809,2,0.9999773524850752,False,0.00013685214798897505,0.013959299772977829,0.523818850517273,0.4079505503177643,0.04299766942858696,0.008466742932796478,0.002425762824714184,0.00010658056999091059,9.405701712239534e-05,2.0986955860280432e-05,0.0,0.0,0.0
heico__2227277,3,heico,2,2,0.8421371852881837,0.741558245865358,2,0.9999877229329286,False,0.00015121245814953,0.028815994039177895,0.8421268463134766,0.1005777046084404,0.02543002739548683,0.0023653609678149223,0.0004110381123609841,4.069828355568461e-05,5.5627955589443445e-05,1.3212798876338638e-05,0.0,0.0,0.0
heico__2227278,3,heico,2,2,0.6639423815242295,0.4483918527324191,2,0.9999839532538317,False,0.00017345782543998212,0.054498832672834396,0.6639317274093628,0.21554706990718842,0.054498832672834396,0.009470476768910885,0.0014523448189720511,0.0001965535047929734,0.00017345782543998212,4.119984805583954e-05,0.0,0.0,0.0
heico__2227280,4,heico,2,2,0.25565668891391374,0.0,4,0.9999651469988748,False,0.0002641602186486125,0.1757039725780487,0.25564777851104736,0.25564777851104736,0.1757039725780487,0.09404756873846054,0.030532771721482277,0.006812782026827335,0.004682352300733328,0.000922009814530611,0.0,0.0,0.0
heico__2227284,5,heico,1,1,0.3657767889222083,0.04297786972627947,5,0.9999668199853728,True,6.567718810401857e-05,0.36576465244300155,0.32278820872306824,0.17277608811855316,0.08161364495754242,0.03855155408382416,0.012515856884419918,0.003164504421874881,0.002174929715692997,0.00054990837816149,1.2029078582120076e-06,2.684050204466344e-07,3.2375825136634645e-07
heico__2227288,6,heico,4,4,0.2746209664552009,0.06074595111107318,4,0.9999632605686202,False,2.4794215278234333e-05,0.01206555962562561,0.10102370381355286,0.2138671576976776,0.27461087703704834,0.2138671576976776,0.12971699237823486,0.032797593623399734,0.019892744719982147,0.002096679760143161,0.0,0.0,0.0
heico__2227308,8,heico,5,5,0.351463341017172,0.10990634608630077,6,0.9999654225921404,False,1.4080995242693461e-05,0.0006784604047425091,0.009365856647491455,0.08886078000068665,0.24154864251613617,0.35145118832588196,0.24154864251613617,0.04756374657154083,0.017497723922133446,0.0014363006921485066,0.0,0.0,0.0
heico__2227309,2,heico,1,1,0.7087410436396818,0.5056830494038071,2,0.9999759066927977,True,0.00011230548989260569,0.7087239677239905,0.20305310189723969,0.05817568674683571,0.02140163816511631,0.00613167230039835,0.0015503294998779893,0.0003459253057371825,0.0003682355454657227,0.00011230548989260569,5.200750690229194e-07,1.0240885152604737e-07,1.1604443047964326e-07
heico__2227314,2,heico,1,1,0.5627910679563524,0.29694679462155343,2,0.9999663022806675,True,0.00018878943228628486,0.5627721031809015,0.26583531498908997,0.11081663519144058,0.04076716676354408,0.01499740220606327,0.003346372628584504,0.0006589398253709078,0.0004528823192231357,0.0001297529524890706,5.64463695023625e-07,1.9507343909716394e-07,1.8325454004082387e-07
heico__2227322,6,heico,4,4,0.26357278669352496,0.0,4,0.9999619915397489,False,3.4623990359250456e-05,0.0029279179871082306,0.040418658405542374,0.20526288449764252,0.26356276869773865,0.26356276869773865,0.15985889732837677,0.040418658405542374,0.021634548902511597,0.002280264627188444,0.0,0.0,0.0
heico__2227323,2,heico,1,1,0.5495387946915439,0.2162263097599572,2,0.9999690533843473,True,0.00019623339176177979,0.5495217883256783,0.33330217003822327,0.08427198976278305,0.024144329130649567,0.006917465943843126,0.0012020753929391503,0.0002223615738330409,0.00014356740575749427,4.66095152660273e-05,2.771474356846708e-07,9.577958248979494e-08,8.997659422995546e-08
heico__2227332,8,heico,5,5,0.32929706807989895,0.03869343021252221,7,0.9999660543107893,False,2.1751475287601352e-05,0.0015248962445184588,0.01857703924179077,0.13726677000522614,0.2905937731266022,0.3292858898639679,0.1762540489435196,0.030628357082605362,0.014467812143266201,0.0013457161840051413,0.0,0.0,0.0
heico__2227340,4,heico,1,1,0.3094811022044682,0.03636148796678568,4,0.9999535676057459,True,0.00016079313354566693,0.3094667322559164,0.2731069326400757,0.2126958966255188,0.12900657951831818,0.053777940571308136,0.015407638624310493,0.0034379090648144484,0.0023628377821296453,0.0005272204289212823,2.1545831814588195e-06,4.516251849580357e-07,4.807525208068432e-07
heico__2227348,4,heico,3,3,0.6390007886707425,0.3726256610023222,3,0.9999853315202927,False,6.141451740404591e-05,0.009114722721278667,0.2663712203502655,0.6389914155006409,0.05943545699119568,0.021865082904696465,0.0037995814345777035,0.0001891700376290828,0.00013001453771721572,2.725252488744445e-05,0.0,0.0,0.0
heico__2227352,6,heico,3,3,0.3279416867232444,0.1025508744598537,5,0.9999632832696079,False,9.70818437053822e-05,0.04438044875860214,0.17552809417247772,0.32792964577674866,0.22538253664970398,0.15490299463272095,0.05698562040925026,0.008739029057323933,0.005300488788634539,0.0007173431804403663,0.0,0.0,0.0
heico__2227357,3,heico,1,1,0.3169864294372779,0.03724570365699492,3,0.9999670633921639,True,0.0014678963925689459,0.31697598897956214,0.27973151206970215,0.24686220288276672,0.10290747135877609,0.0378575436770916,0.010846368037164211,0.0018848160980269313,0.0011431988095864654,0.00028904591454192996,7.16464523739486e-07,1.325326150481024e-07,1.701752379485485e-07
heico__2227365,2,heico,1,1,0.9137416387651154,0.8287504316597208,2,0.9999920474212974,True,5.274031991575612e-06,0.9137343721628193,0.08499053120613098,0.0012123249471187592,4.148347943555564e-05,4.95449467052822e-06,1.608489014870429e-06,4.3291893803143466e-07,6.298932930803858e-07,4.3291893803143466e-07,1.3778847113470805e-09,6.114326740613682e-10,8.896293191369684e-10
heico__2227482,2,heico,1,1,0.9571072659234082,0.915054907349157,2,0.9999946803752263,True,1.0986479537677951e-05,0.9571021744718854,0.04205213487148285,0.000770211685448885,4.625480869435705e-05,7.550889677077066e-06,2.7778173716797028e-06,7.958579431033286e-07,1.0878088687604759e-06,7.023421630947269e-07,1.5363658950056593e-09,6.817582775672785e-10,1.1240293211571642e-09
heico__2227545,2,heico,1,1,0.6965952807879445,0.4062111769315297,2,0.9999846395993823,True,1.0267098332406022e-05,0.6965845808053632,0.2903796434402466,0.012758391909301281,0.0002336780889891088,1.318321574217407e-05,2.9415730296022957e-06,6.165872150631913e-07,7.917137168078625e-07,5.4413635552919e-07,5.281891778079061e-10,2.2018203921176217e-10,2.827193072664721e-10
heico__2227699,2,heico,1,1,0.6207569209898376,0.24424883814343512,2,0.9999879001749211,True,4.321846517996164e-06,0.6207494099396771,0.37650352716445923,0.0027004743460565805,2.647451765369624e-05,2.313317736479803e-06,7.279177225427702e-07,1.675761609476467e-07,2.850566716006142e-07,1.9591639954796847e-07,9.964425177528526e-10,6.433517009727007e-10,9.360712001816344e-10
heico__2227795,2,heico,2,2,0.4773407384174806,3.930912986628475e-09,1,0.9999766279291797,True,5.147249339643167e-06,0.4773295780451158,0.4773295819759369,0.04439856484532356,0.0008656341815367341,3.8033311284380034e-05,6.208767899806844e-06,1.261387637896405e-06,1.5698223023719038e-06,1.0457272310304688e-06,1.1867481057599068e-09,5.605801109570571e-10,8.682434611366872e-10
heico__2227843,2,heico,1,1,0.9318710013992111,0.8643664889167141,2,0.9999930140136253,True,6.4879245655902196e-06,0.9318644913610923,0.06750404089689255,0.0005840243538841605,2.7315183615428396e-05,3.935125278076157e-06,1.4476518117589876e-06,3.896301734584995e-07,5.325612733031448e-07,3.4384740388304635e-07,2.316819647141045e-09,1.2401041952620153e-09,1.920710988897772e-09
heico__2228865,1,heico,2,2,0.4990798432538883,1.067207972296241e-08,2,0.9999862260634789,True,6.9791181886103e-05,0.4990729582878756,0.49907296895980835,0.0015884399181231856,0.00013879632751923054,2.733061592152808e-05,7.830353752069641e-06,2.880625743273413e-06,3.474698132777121e-06,1.74718798007234e-06,4.90748921027297e-09,1.4060190786939092e-09,1.5932284171994472e-09
heico__2229265,1,heico,0,1,0.6025391271562996,0.23708067798254573,2,0.9999486508661448,False,0.6025081872940063,0.36543968319892883,0.029997114092111588,0.0016923216171562672,0.00022903081844560802,5.790805516880937e-05,1.3754369319940452e-05,3.940692295145709e-06,4.465389793040231e-06,2.245338919237838e-06,0.0,0.0,0.0
heico__2229408,3,heico,0,2,0.8528214423200511,0.7910432602843743,4,0.9999877308073337,False,0.8528109788894653,0.048112306743860245,0.061777424067258835,0.025752661749720573,0.008360665291547775,0.0023953707423061132,0.0004716764378827065,0.0001351375540252775,0.0001351375540252775,3.6371777241583914e-05,0.0,0.0,0.0
heico__2229415,3,heico,2,2,0.32307303425147776,0.07146350672702906,2,0.9999306160607375,False,0.0495414175093174,0.1188436895608902,0.3230506181716919,0.25159206986427307,0.1525983065366745,0.07208233326673508,0.023401709273457527,0.004608069080859423,0.003588768420740962,0.0006236343760974705,0.0,0.0,0.0
heico__2229431,1,heico,0,2,0.4199762058861258,0.19517912472842228,4,0.999931873564492,False,0.4199475944042206,0.1061793863773346,0.22478176653385162,0.15449011325836182,0.0644010528922081,0.023691823706030846,0.0046651968732476234,0.000918631674721837,0.0007154311169870198,0.00014087672752793878,0.0,0.0,0.0
heico__2229452,4,heico,3,3,0.2942279009812329,0.06508297644732042,3,0.9999403305118904,False,0.008884383365511894,0.07438802719116211,0.22913125157356262,0.2942103445529938,0.20220762491226196,0.12264511734247208,0.04511862248182297,0.012926701456308365,0.008884383365511894,0.0015438742702826858,0.0,0.0,0.0
heico__2229470,4,heico,2,2,0.37267162292679423,0.11653842264809303,4,0.9999264577636495,False,0.06475584954023361,0.12097986042499542,0.37264421582221985,0.2561143636703491,0.12097986042499542,0.0445060059428215,0.0144489835947752,0.0028451734688133,0.0022158233914524317,0.00043632148299366236,0.0,0.0,0.0
heico__2229483,3,heico,2,2,0.4981160335177584,0.0585301869064806,2,0.9999719053030276,False,0.00024312124878633767,0.009123057126998901,0.4981020390987396,0.4395734965801239,0.04088670387864113,0.009123057126998901,0.0026137996464967728,0.00014746049419045448,0.00013013341231271625,2.9036689738859423e-05,0.0,0.0,0.0
heico__2229491,4,heico,0,3,0.29231382734921635,0.034347786186123906,4,0.9999527505715378,False,0.2923000156879425,0.044825658202171326,0.17728891968727112,0.25795385241508484,0.13807275891304016,0.06522095203399658,0.018686113879084587,0.0032471599988639355,0.001969501841813326,0.00038781791226938367,0.0,0.0,0.0
heico__2229492,5,heico,4,4,0.3959597090554412,0.12382085169374524,3,0.9999573141976725,False,0.00011721678311005235,0.0009814441436901689,0.015352368354797363,0.272127240896225,0.3959428071975708,0.24015145003795624,0.068804532289505,0.004398527555167675,0.0018335790373384953,0.0002481479023117572,0.0,0.0,0.0
heico__2229498,5,heico,3,3,0.4473236899210368,0.13988290219803942,3,0.9999683980568079,False,0.00015005563909653574,0.003013947978615761,0.07773073762655258,0.44730955362319946,0.30743107199668884,0.12815633416175842,0.032402995973825455,0.0023472651373595,0.0012564006028696895,0.00017003531684167683,0.0,0.0,0.0
heico__2229501,5,heico,4,4,0.537463592631322,0.2497800583341423,3,0.9999515605195484,False,0.00018029021157417446,0.0008080046391114593,0.018390100449323654,0.2876695990562439,0.5374375581741333,0.13588549196720123,0.018390100449323654,0.0008080046391114593,0.00033682642970234156,4.558450382319279e-05,0.0,0.0,0.0
heico__2229523,1,heico,2,2,0.5363954255353315,0.3127925529224974,3,0.9999655619540135,False,0.0002966616884805262,0.11968187242746353,0.536376953125,0.22359517216682434,0.09320832788944244,0.020797589793801308,0.004640569910407066,0.0007116544293239713,0.00055423699086532,0.00010252353240502998,0.0,0.0,0.0
heico__2229541,2,heico,2,2,0.3969391008814264,0.04664155905045654,1,0.999976344537572,False,0.00019373952818568796,0.0223932433873415,0.39692971110343933,0.3502892553806305,0.1874963343143463,0.03258197754621506,0.008238013833761215,0.0008682802435941994,0.0008682802435941994,0.0001175089564640075,0.0,0.0,0.0
heico__2229553,4,heico,3,3,0.42260703088207235,0.049657637134469225,3,0.9999418998049805,False,0.0004947931738570333,0.02701479382812977,0.372927725315094,0.4225824773311615,0.13719244301319122,0.03061177395284176,0.007739868480712175,0.0007199199753813446,0.0005606741760857403,9.743055852595717e-05,0.0,0.0,0.0
heico__2229565,5,heico,4,4,0.40227501133545146,0.12579570814600477,3,0.9999342490773415,False,4.964141407981515e-05,0.0012802690034732223,0.05443841964006424,0.276461124420166,0.4022485613822937,0.19000877439975739,0.06990031152963638,0.00394350616261363,0.0014507347950711846,0.00015290633018594235,0.0,0.0,0.0
heico__2229570,5,heico,2,2,0.5507481644064083,0.21670251064951646,5,0.9999612646060996,False,0.00039111208752729,0.02741907350718975,0.5507268309593201,0.33403271436691284,0.07453276962041855,0.010086914524435997,0.002250694902613759,0.00023722148034721613,0.00023722148034721613,4.671167698688805e-05,0.0,0.0,0.0
heico__2229573,6,heico,4,4,0.33703334617612757,0.10539393397761715,4,0.9999482272578462,False,4.159106538281776e-05,0.0010726477485150099,0.040250808000564575,0.20441047847270966,0.33701589703559875,0.23162741959095,0.15919503569602966,0.016779033467173576,0.008981169201433659,0.0005741469794884324,0.0,0.0,0.0
heico__2229591,4,heico,0,2,0.3105739396849872,0.0,4,0.9999618908841512,False,0.3105621039867401,0.06115330010652542,0.3105621039867401,0.18836544454097748,0.1008247509598732,0.022497044876217842,0.004429930355399847,0.0007698065601289272,0.0006793518550693989,0.00011805365647887811,0.0,0.0,0.0
heico__2229593,3,heico,2,2,0.33877907804504487,0.07493767827869365,2,0.9999521851423196,False,0.0022825661581009626,0.1813267022371292,0.33876287937164307,0.2638287842273712,0.12462390959262848,0.058868154883384705,0.019111694768071175,0.005475591868162155,0.004832192789763212,0.0008397092460654676,0.0,0.0,0.0
heico__2229601,4,heico,1,1,0.5375746654558452,0.21151705398079257,4,0.9999661856126572,True,0.0006294179474934936,0.5375564876978818,0.32604658603668213,0.09341389685869217,0.03032705746591091,0.008688846603035927,0.0021968844812363386,0.0004901912179775536,0.0004901912179775536,0.00012393973884172738,2.003278384524865e-06,2.885996167985263e-07,3.944689262702403e-07
heico__2229620,5,heico,1,1,0.5614625690524574,0.2209174105156797,6,0.9999593617568058,True,0.008008528500795364,0.5614397522000318,0.3405313193798065,0.06705459207296371,0.016954056918621063,0.004286656621843576,0.0010838365415111184,0.00024183662026189268,0.0002740368072409183,8.357650222023949e-05,8.721946614658011e-07,1.256515478582731e-07,1.717453002491073e-07
heico__2229624,4,heico,2,2,0.464075564059411,0.05453033108406427,4,0.9999725171583123,False,0.004014929756522179,0.4095339775085449,0.46406280994415283,0.10354641079902649,0.014013482257723808,0.003543162951245904,0.0008958519902080297,0.00015567571972496808,0.00015567571972496808,5.054051143815741e-05,0.0,0.0,0.0
heico__2229625,4,heico,1,1,0.42518146981739474,0.049958814201897093,4,0.9999616308172309,True,0.012838920578360558,0.42516515595186927,0.3752082586288452,0.13803140819072723,0.03489980474114418,0.009998961351811886,0.00252813333645463,0.0005641027819365263,0.0005641027819365263,0.00016161816893145442,8.480892905191138e-07,1.3844676684524724e-07,1.7776915607219404e-07
heico__2229629,6,heico,3,3,0.3294159193951806,0.03870740538230326,6,0.9999591918749502,False,0.0002339331986149773,0.0648631900548935,0.2906966507434845,0.32940247654914856,0.1555987149477005,0.10694132000207901,0.0393415167927742,0.0068365298211574554,0.005324294790625572,0.0007205649744719267,0.0,0.0,0.0
heico__2229636,3,heico,0,2,0.6703237501012205,0.5207542960853441,4,0.9999576437548967,False,0.6702953577041626,0.09071461111307144,0.14956311881542206,0.062347181141376495,0.02024116739630699,0.005117767956107855,0.0011419286020100117,0.00022485904628410935,0.00025479870964773,5.685327050741762e-05,0.0,0.0,0.0
heico__2229637,7,heico,3,3,0.3529584660043138,0.07807415967309626,6,0.9999637055880157,False,0.000118400072096847,0.007325152866542339,0.08923863619565964,0.3529456555843353,0.27487432956695557,0.18891820311546326,0.06949911266565323,0.010658035054802895,0.005704835057258606,0.0006813454092480242,0.0,0.0,0.0
heico__2229638,7,heico,6,6,0.28162969164756885,0.08806861456796648,4,0.9999455723082065,False,4.4624983274843544e-05,0.0058447192423045635,0.007504768203943968,0.05545315146446228,0.0806838646531105,0.17080774903297424,0.28161436319351196,0.17080774903297424,0.19355054199695587,0.033634040504693985,0.0,0.0,0.0
heico__2229645,3,heico,2,2,0.34731666726042126,0.0408107888763656,2,0.9999402356916107,False,0.032303549349308014,0.06838661432266235,0.3472959101200104,0.3064875602722168,0.16405096650123596,0.06035097315907478,0.015259116888046265,0.0030046983156353235,0.002340061357244849,0.00046078540617600083,0.0,0.0,0.0
heico__2229646,8,heico,6,6,0.318714906781766,0.07049948672800134,3,0.9999417757935589,False,8.863209222909063e-05,0.0018950377125293016,0.005151246674358845,0.026160189881920815,0.0627550259232521,0.1505414992570877,0.31869634985923767,0.24820096790790558,0.17058587074279785,0.015866955742239952,0.0,0.0,0.0
heico__2229656,5,heico,2,2,0.4976944717651423,0.15563439179565278,5,0.9999589032595395,False,0.002033879980444908,0.34204602241516113,0.49767401814460754,0.11104608327150345,0.03605138510465622,0.008044150657951832,0.002033879980444908,0.0004004946968052536,0.0005142453592270613,0.00011474364873720333,0.0,0.0,0.0
heico__2229668,5,heico,3,3,0.5000357612397299,0.33769792173249263,4,0.9999508923792746,False,0.00016773506649769843,0.03622069209814072,0.14325560629367828,0.5000112056732178,0.16232986748218536,0.09845803678035736,0.04650828614830971,0.007132276427000761,0.004901937674731016,0.0009652487351559103,0.0,0.0,0.0
heico__2229669,5,heico,2,2,0.4123871386601927,0.0,5,0.999966308605508,False,0.00017762670177035034,0.04925096407532692,0.41237324476242065,0.41237324476242065,0.08120109885931015,0.029872220009565353,0.012452593073248863,0.0013124936958774924,0.000796067644841969,0.00015675502072554082,0.0,0.0,0.0
heico__2229680,6,heico,2,2,0.33995100211859874,0.07519691038967173,6,0.9999617086723447,False,0.0003980264300480485,0.2061828076839447,0.3399379849433899,0.26474395394325256,0.11036170274019241,0.052131179720163345,0.019177990034222603,0.003776370082050562,0.002595458412542939,0.0006562346825376153,0.0,0.0,0.0
heico__2229681,6,heico,2,2,0.349476065139312,0.07730382990380842,6,0.999964877468301,False,0.00040918003651313484,0.10012305527925491,0.3494637906551361,0.27216267585754395,0.12856055796146393,0.08835828304290771,0.041737500578165054,0.009312894195318222,0.00821860134601593,0.0016183385159820318,0.0,0.0,0.0
heico__2229694,4,heico,2,2,0.3810137053404585,0.1499172100125483,4,0.9999585858895443,False,0.0012126328656449914,0.23108692467212677,0.3809979259967804,0.23108692467212677,0.09633135795593262,0.040156882256269455,0.013037031516432762,0.0029089548625051975,0.002567143877968192,0.0005728072137571871,0.0,0.0,0.0
heico__2229697,6,heico,3,3,0.37726369110097213,0.044329656616907874,6,0.9999640671594534,False,0.0001624976866878569,0.014627574943006039,0.3329220712184906,0.37725013494491577,0.20192745327949524,0.05785318464040756,0.012908789329230785,0.0013605764834210277,0.0008252313127741218,0.00012655332102440298,0.0,0.0,0.0
heico__2229718,7,heico,2,2,0.3871389754496838,0.12106251198519666,7,0.9999751793220639,False,0.0013962065568193793,0.18286697566509247,0.38712936639785767,0.26606985926628113,0.09788163006305695,0.04080313444137573,0.017009276896715164,0.0033493253868073225,0.002955768955871463,0.0005136356921866536,0.0,0.0,0.0
