video,dataset,qID,fp,gold_clip,spec_frac,blob_count,mean_v,sat_low,n_inside
0023 - Heico - Sigma - 4.avi,heico,heico__2221871,False,True,0.023678664167025697,82,130.85969794711164,0.02925627918350237,343516
0023 - Heico - Sigma - 4.avi,heico,heico__2221884,False,False,0.12885197502570378,13,129.5437538412053,0.24844772227295964,348198
0023 - Heico - Sigma - 4.avi,heico,heico__2221910,False,False,0.024287752592626964,73,137.81128343734775,0.014958355566897896,344824
0023 - Heico - Sigma - 4.avi,heico,heico__2221927,False,False,0.008413262233703669,12,130.74507699065873,0.06301801054857845,343743
0023 - Heico - Sigma - 4.avi,heico,heico__2221949,False,False,0.028459318967029995,66,139.46747444759924,0.07176822900934644,347619
0023 - Heico - Sigma - 4.avi,heico,heico__2221988,False,False,0.021700438904696626,53,139.01296266430126,0.06043003444422685,347228
0023 - Heico - Sigma - 4.avi,heico,heico__2221992,False,True,0.041277238177518306,122,135.45373545915473,0.13246822758040916,343773
0023 - Heico - Sigma - 4.avi,heico,heico__2222020,False,False,0.012905361640878014,57,142.81520834832673,0.019785534364879453,347375
0023 - Heico - Sigma - 4.avi,heico,heico__2222024,False,False,0.014550549997554287,64,138.50847511271857,0.0766486259412396,347547
0023 - Heico - Sigma - 4.avi,heico,heico__2222028,False,False,0.07410052360311528,50,136.30650245411522,0.10648255192860968,341671
0023 - Heico - Sigma - 4.avi,heico,heico__2222033,False,False,0.02655708794153752,162,133.261127408321,0.07921884815546962,347026
0023 - Heico - Sigma - 4.avi,heico,heico__2222060,False,False,0.002561651471000199,119,135.17223423948985,0.040310632730801335,346261
0023 - Heico - Sigma - 4.avi,heico,heico__2222067,False,True,0.01614337226826332,132,129.2349534034298,0.014942384660006821,343051
0023 - Heico - Sigma - 4.avi,heico,heico__2222083,False,False,0.003254591967402283,75,145.09301629598082,0.02481950107766993,347509
0023 - Heico - Sigma - 4.avi,heico,heico__2222084,False,True,0.05991272969911939,93,126.51586054311275,0.1283768953195375,341697
0023 - Heico - Sigma - 4.avi,heico,heico__2222091,False,True,0.01476129456025476,113,127.38584041732766,0.05553812454732323,341027
0023 - Heico - Sigma - 4.avi,heico,heico__2222108,False,False,0.0048602251325713195,36,114.14110853634898,0.007981762583788255,345663
0023 - Heico - Sigma - 4.avi,heico,heico__2222142,False,True,0.023792387018943578,55,125.19049644935413,0.01227646374902747,343177
0023 - Heico - Sigma - 4.avi,heico,heico__2222143,False,True,0.05709597932927943,75,131.15425794688008,0.14327587807149123,333999
0023 - Heico - Sigma - 4.avi,heico,heico__2250681,False,True,0.047970339441466885,105,128.5163726633977,0.081449577927679,342003
0023 - Heico - Sigma - 4.avi,heico,heico__2250692,False,True,0.0208161286056456,90,124.99480111089886,0.08990933537096087,340265
0023 - Heico - Sigma - 4.avi,heico,heico__2250693,False,True,0.01839912396278013,110,130.3348412182539,0.09899337701807705,341538
0023 - Heico - Sigma - 4.avi,heico,heico__2250718,False,False,0.017690319439936947,56,121.4793685381798,0.011692127590523436,345104
0023 - Heico - Sigma - 4.avi,heico,heico__2250719,False,False,0.0048602251325713195,36,114.14110853634898,0.007981762583788255,345663
0023 - Heico - Sigma - 4.avi,heico,heico__2250720,False,False,0.006065172457592869,110,127.55506576136534,0.012785649126453505,346404
0023 - Heico - Sigma - 4.avi,heico,heico__2250726,False,True,0.04663175999367109,54,123.76988552291154,0.041574492148928624,341291
0023 - Heico - Sigma - 4.avi,heico,heico__2250729,False,False,0.0012959653634369234,28,124.77934591523922,0.0008717255807871682,344145
0023 - Heico - Sigma - 4.avi,heico,heico__2250743,False,True,0.034124151649894685,167,128.56086473203837,0.08620699742569624,341840
0023 - Heico - Sigma - 4.avi,heico,heico__2250751,False,True,0.04274384442226915,97,138.72519203545983,0.029133113643220163,344728
0023 - Heico - Sigma - 4.avi,heico,heico__2250754,False,True,0.039590992045127095,59,131.61196345357328,0.08410975570710466,343563
0023 - Heico - Sigma - 4.avi,heico,heico__2250760,False,True,0.004830397437763867,93,134.40232930557576,0.012202649585092444,343450
0023 - Heico - Sigma - 4.avi,heico,heico__2250763,False,True,0.04041885670048486,80,129.5935035302472,0.02597481970419264,343602
0023 - Heico - Sigma - 4.avi,heico,heico__2250767,False,False,0.08778716440867117,54,138.8171746433755,0.0860987273116265,345882
0023 - Heico - Sigma - 4.avi,heico,heico__2250779,False,False,0.06960102295789683,41,131.13929882805627,0.07154839693581878,340972
0023 - Heico - Sigma - 4.avi,heico,heico__2250808,False,False,0.01731916452913155,90,128.84017002565042,0.042324661048002934,341125
0023 - Heico - Sigma - 4.avi,heico,heico__2250809,False,False,0.029725750857304053,57,123.710952628625,0.08707329472159289,340311
0023 - Heico - Sigma - 4.avi,heico,heico__2250815,False,True,0.01308308032017665,132,144.92170199166145,0.03234016589915307,344185
0023 - Heico - Sigma - 4.avi,heico,heico__2250866,False,False,0.014332875631774227,77,137.69184609541617,0.051298606444827484,342290
0023 - Heico - Sigma - 4.avi,heico,heico__2250902,False,False,0.07867167655768983,36,123.69701572028889,0.06636935070407697,341724
0023 - Heico - Sigma - 4.avi,heico,heico__2250911,False,False,0.015226497412452716,99,138.0425726949943,0.16848355805156529,344728
0023 - Heico - Sigma - 4.avi,heico,heico__2250913,False,False,0.016748825779057425,106,132.4602422603208,0.09925402434236356,343845
0023 - Heico - Sigma - 4.avi,heico,heico__2262194,False,False,0.03999649050975346,75,126.05955897405902,0.06359781241774633,341930
0023 - Heico - Sigma - 4.avi,heico,heico__2262220,False,True,0.07175236974799754,83,127.01503352326435,0.12495061500776991,341703
0023 - Heico - Sigma - 4.avi,heico,heico__2262222,False,True,0.08260553769014943,18,125.42518495088477,0.1207262141154281,341442
0023 - Heico - Sigma - 4.avi,heico,heico__2262230,False,True,0.049571156475303524,83,133.28092464272777,0.15481893922574463,342316
0023 - Heico - Sigma - 4.avi,heico,heico__2262232,False,True,0.02377894656960895,100,132.6999071841781,0.11602853356838892,342614
0023 - Heico - Sigma - 4.avi,heico,heico__2262235,False,True,0.04186737137958159,83,124.9879915976537,0.0684414119005742,339429
0023 - Heico - Sigma - 4.avi,heico,heico__2262244,False,False,0.002453863019267907,65,134.75723018396712,0.012089268342263072,344355
0023 - Heico - Sigma - 4.avi,heico,heico__2262245,False,False,0.006398320078427278,77,142.59925807331095,0.024169175527440846,344778
0023 - Heico - Sigma - 4.avi,heico,heico__2262246,False,False,0.03899253352958049,63,138.69237968030643,0.03651819680538212,345143
0023 - Heico - Sigma - 4.avi,heico,heico__2262254,False,False,0.0043893772425885715,83,135.88072622130358,0.014944784421194422,344468
0023 - Heico - Sigma - 4.avi,heico,heico__2262256,False,True,0.005580758565478194,94,137.5134790982608,0.02047535068280175,344756
0023 - Heico - Sigma - 4.avi,heico,heico__2262260,False,True,0.07242147568913547,123,132.7543459583825,0.014314213737567895,343365
0024 - Heico - Sigma - 5.avi,heico,heico__2278501,True,False,0.03389728926569192,148,134.04765198716427,0.012893156363545556,400445
0024 - Heico - Sigma - 5.avi,heico,heico__2278502,True,False,0.03303390249320477,166,135.1963813712252,0.013640368502105335,400649
0024 - Heico - Sigma - 5.avi,heico,heico__2278503,True,False,0.02355273275612411,172,135.88656041223524,0.01471484066828445,400548
0024 - Heico - Sigma - 5.avi,heico,heico__2278505,True,False,0.024867312752455274,178,135.8023022423271,0.0157552063829681,400566
0024 - Heico - Sigma - 5.avi,heico,heico__2278507,True,False,0.03470903858835755,160,134.97602465977897,0.04198806978277812,400328
0024 - Heico - Sigma - 5.avi,heico,heico__2278510,True,False,0.03774005302383569,100,114.23248373359904,0.060994935447610796,399443
0024 - Heico - Sigma - 5.avi,heico,heico__2278511,True,False,0.04107691305633076,165,127.36881541567922,0.14465226039511195,399178
0024 - Heico - Sigma - 5.avi,heico,heico__2278512,True,False,0.04017799012390196,114,118.05676252291235,0.15047277061610426,399348
0024 - Heico - Sigma - 5.avi,heico,heico__2278513,True,False,0.03999308909805218,111,119.2012049007309,0.15166425035493492,399369
0024 - Heico - Sigma - 5.avi,heico,heico__2278517,False,False,0.03506969330934206,128,114.865309722981,0.20530831959181423,399034
0024 - Heico - Sigma - 5.avi,heico,heico__2278520,True,False,0.06047080861692163,86,121.69738869809554,0.05943677802060568,400375
0024 - Heico - Sigma - 5.avi,heico,heico__2278521,True,False,0.06097817275647762,68,118.0786846608821,0.08022587844397074,399684
0024 - Heico - Sigma - 5.avi,heico,heico__2278523,True,False,0.06053985058377445,82,113.56837481698389,0.06183379009147677,399555
0024 - Heico - Sigma - 5.avi,heico,heico__2278525,True,False,0.07098083801608822,137,125.37129173604858,0.2603091875902384,397558
0024 - Heico - Sigma - 5.avi,heico,heico__2278526,True,False,0.050694640765720285,126,119.10094503453011,0.2216994467105529,396176
0024 - Heico - Sigma - 5.avi,heico,heico__2278535,True,False,0.012626850066160893,159,129.86819099361404,0.03359072296720971,399783
0024 - Heico - Sigma - 5.avi,heico,heico__2278543,True,False,0.0057062481418467354,110,126.93205717240915,0.011577387867477133,400263
0024 - Heico - Sigma - 5.avi,heico,heico__2278563,True,False,0.06050488111636821,125,133.109049030764,0.038819348785210914,400728
0024 - Heico - Sigma - 5.avi,heico,heico__2278568,True,False,0.03114213641699343,102,134.9853442893179,0.06918254701665875,400390
0024 - Heico - Sigma - 5.avi,heico,heico__2278578,True,False,0.18239244496377185,12,110.08049434810809,0.07479576720110842,396239
0024 - Heico - Sigma - 5.avi,heico,heico__2278579,True,False,0.14039419936680417,64,134.14864372247246,0.11746831523964565,400508
0024 - Heico - Sigma - 5.avi,heico,heico__2278588,False,True,0.006699284343515113,78,121.5541739964817,0.16908883735806812,400192
0024 - Heico - Sigma - 5.avi,heico,heico__2278592,False,True,0.00820877083078551,98,136.2571024960753,0.011615572954234044,400669
0024 - Heico - Sigma - 5.avi,heico,heico__2278597,False,True,0.027222075218300824,52,131.04574456931456,0.035320049726156655,400594
0024 - Heico - Sigma - 5.avi,heico,heico__2278602,False,True,0.008151807433529303,77,135.17272141497796,0.010766679487115448,400402
0024 - Heico - Sigma - 5.avi,heico,heico__2294166,False,False,0.10124421440302593,4,144.6502463544518,0.06738416363907829,401860
0024 - Heico - Sigma - 5.avi,heico,heico__2294171,True,False,0.040852063772008056,256,120.68085186335715,0.010140991853135991,399172
0024 - Heico - Sigma - 5.avi,heico,heico__2294224,False,True,0.01967115679487756,110,130.29926779444304,0.0051519101774574584,400434
0024 - Heico - Sigma - 5.avi,heico,heico__2294281,False,True,0.0323829425781573,90,126.03047865316626,0.0920573592016016,399099
0024 - Heico - Sigma - 5.avi,heico,heico__2294302,True,False,0.010015112317819728,72,109.24753976588714,0.010209779462616224,390410
0024 - Heico - Sigma - 5.avi,heico,heico__2294312,False,True,0.09466763512498122,60,131.4412638381005,0.1246581175174072,399260
0024 - Heico - Sigma - 5.avi,heico,heico__2294346,True,False,0.09783108113142412,88,141.6311670636271,0.057452880094773784,402643
0024 - Heico - Sigma - 5.avi,heico,heico__2294431,True,False,0.01148397761635674,155,134.66014268199194,0.01418080210552075,400471
0024 - Heico - Sigma - 5.avi,heico,heico__2294456,True,False,0.024018218825454473,166,136.5001795941173,0.013751421786761918,400904
0024 - Heico - Sigma - 5.avi,heico,heico__2294459,True,False,0.034642015045473255,175,136.5465149643824,0.013895230609928016,400785
0024 - Heico - Sigma - 5.avi,heico,heico__2294466,True,False,0.04505771122909186,160,136.69150588599598,0.07523436602554177,400442
0024 - Heico - Sigma - 5.avi,heico,heico__2294485,True,False,0.008085762471683616,251,130.07664384723623,0.02816170527009091,400828
0024 - Heico - Sigma - 5.avi,heico,heico__2294506,True,False,0.021187582325470005,224,135.908900630663,0.05049794435796112,400848
0024 - Heico - Sigma - 5.avi,heico,heico__2294512,False,False,0.053956278099629246,122,140.7818994725628,0.023372903599247517,400806
0024 - Heico - Sigma - 5.avi,heico,heico__2294545,False,True,0.004507390518712804,153,132.11967734992467,0.006216745168507831,399566
0024 - Heico - Sigma - 5.avi,heico,heico__2294556,True,False,0.04413610251878038,79,116.98308692633042,0.009605454201123666,396025
0024 - Heico - Sigma - 5.avi,heico,heico__2294560,True,False,0.05970167939925232,136,134.67905871512312,0.004113989818939377,399369
0024 - Heico - Sigma - 5.avi,heico,heico__2294561,True,False,0.023938480277148247,253,130.10369847149147,0.011793276958557551,400652
0024 - Heico - Sigma - 5.avi,heico,heico__2294563,True,False,0.014071130000701678,160,124.32224516594661,0.005635969968224056,399044
0024 - Heico - Sigma - 5.avi,heico,heico__2294568,True,False,0.03632571911802491,162,126.44105988679706,0.1973592634076129,400873
0024 - Heico - Sigma - 5.avi,heico,heico__2298223,True,False,0.04276522929500342,83,131.7952286727646,0.02666666666666667,401775
0024 - Heico - Sigma - 5.avi,heico,heico__2298246,False,True,0.03738408906761096,168,134.48329732216988,0.03503336034170593,399876
0024 - Heico - Sigma - 5.avi,heico,heico__2298252,True,False,0.025714371443145336,137,134.03102527429664,0.026892071652180872,399932
0024 - Heico - Sigma - 5.avi,heico,heico__2298259,True,False,0.06640918621671876,158,129.37801904893777,0.06134776674447126,404432
0024 - Heico - Sigma - 5.avi,heico,heico__2298264,True,False,0.07904404878158428,110,132.0125625316873,0.039333461539422125,400397
0024 - Heico - Sigma - 5.avi,heico,heico__2298265,True,False,0.03835154526785488,177,117.5276018558426,0.1223132114697158,394430
0024 - Heico - Sigma - 5.avi,heico,heico__2298273,True,False,0.04522809782175058,239,118.49010611984362,0.09570234580706934,401056
0024 - Heico - Sigma - 5.avi,heico,heico__2298304,True,False,0.09783108113142412,88,141.6311670636271,0.057452880094773784,402643
0024 - Heico - Sigma - 5.avi,heico,heico__2298333,True,False,0.004999725426961076,68,131.74360120013378,0.006724543335113898,400622
0024 - Heico - Sigma - 5.avi,heico,heico__2298340,False,True,0.004507390518712804,153,132.11967734992467,0.006216745168507831,399566
0024 - Heico - Sigma - 5.avi,heico,heico__2298343,True,False,0.012626850066160893,159,129.86819099361404,0.03359072296720971,399783
0024 - Heico - Sigma - 5.avi,heico,heico__2298350,True,False,0.14294358331239126,25,128.2246932496627,0.15013138600647535,409861
0024 - Heico - Sigma - 5.avi,heico,heico__2298353,True,False,0.03561188811188811,87,135.95324925074925,0.07039460539460539,400400
0024 - Heico - Sigma - 5.avi,heico,heico__2298431,True,False,0.018090743087500125,166,138.34698953271402,0.011153297344761866,400868
0024 - Heico - Sigma - 5.avi,heico,heico__2298436,False,True,0.13750015780238092,18,110.1130773989118,0.29924633582871496,396065
0024 - Heico - Sigma - 5.avi,heico,heico__2298437,True,False,0.08726871443801135,100,122.53864225918963,0.04538452512027723,400533
0024 - Heico - Sigma - 5.avi,heico,heico__2298461,True,False,0.03555528996982282,130,112.53175326421464,0.10921051321123029,401628
0024 - Heico - Sigma - 5.avi,heico,heico__2298463,False,False,0.009545437530414385,98,122.61965486692537,0.01857928951998303,400715
0024 - Heico - Sigma - 5.avi,heico,heico__2298476,True,False,0.0745739665971816,60,123.26687762131142,0.08222982058857346,400086
0024 - Heico - Sigma - 5.avi,heico,heico__2298486,True,False,0.0182156551715524,114,132.95567490601152,0.04600127399672758,400315
0024 - Heico - Sigma - 5.avi,heico,heico__2298488,True,False,0.005434646434781737,40,123.69363276923924,0.019212940922962822,399106
0024 - Heico - Sigma - 5.avi,heico,heico__2298496,True,False,0.014076970775908627,86,134.34812373732322,0.06227121797051587,399944
0024 - Heico - Sigma - 5.avi,heico,heico__2298497,True,False,0.04527800916284881,141,116.30112713452728,0.16987453144523115,384160
0024 - Heico - Sigma - 5.avi,heico,heico__2298504,True,False,0.010970957733584252,162,118.74228167438075,0.013437770204974315,393220
0024 - Heico - Sigma - 5.avi,heico,heico__2298529,True,False,0.04249633995083479,218,137.98889184399366,0.018912946755916354,402317
0024 - Heico - Sigma - 5.avi,heico,heico__2298536,True,False,0.04910075082940457,165,133.30383396941804,0.010855845743221333,400890
0024 - Heico - Sigma - 5.avi,heico,heico__2298537,True,False,0.04049679395181318,204,134.28165551392865,0.013378293718441828,400649
0024 - Heico - Sigma - 5.avi,heico,heico__2298538,True,False,0.021972787239536978,77,116.6353831072289,0.06090152611086179,398857
0024 - Heico - Sigma - 5.avi,heico,heico__2298539,False,False,0.10964046818565569,122,132.5881944479136,0.06654860448503075,400354
0024 - Heico - Sigma - 5.avi,heico,heico__2298541,True,False,0.02355273275612411,172,135.88656041223524,0.01471484066828445,400548
0024 - Heico - Sigma - 5.avi,heico,heico__2298543,True,False,0.004458281444582815,61,127.30151681195517,0.005123287671232876,401500
0024 - Heico - Sigma - 5.avi,heico,heico__2298546,False,True,0.015225219376008231,93,136.5030540336718,0.02075144710753295,400454
0024 - Heico - Sigma - 5.avi,heico,heico__2298556,True,False,0.04648084414356492,43,116.21007778324068,0.029966088019868133,396615
0024 - Heico - Sigma - 5.avi,heico,heico__2298562,True,False,0.015856932341587044,142,124.46491234654077,0.03229680334451675,399699
0024 - Heico - Sigma - 5.avi,heico,heico__2298578,True,False,0.08984714304256232,101,132.23510867720324,0.19899110414441037,400636
0024 - Heico - Sigma - 5.avi,heico,heico__2298597,True,False,0.02775592763231824,115,138.72366433182256,0.030010862643742742,400455
0024 - Heico - Sigma - 5.avi,heico,heico__2298602,False,True,0.008319820381688912,122,136.5812298864912,0.08437570163402769,400850
0024 - Heico - Sigma - 5.avi,heico,heico__2298622,True,False,0.029328886077405258,95,131.80153870387826,0.018870000275036443,399947
0024 - Heico - Sigma - 5.avi,heico,heico__2298653,False,True,0.03815047647557751,149,138.68814548720252,0.13176420695504665,400860
0024 - Heico - Sigma - 5.avi,heico,heico__2298659,False,False,0.06683329415112783,66,124.8486717232334,0.10867988962991376,404095
0024 - Heico - Sigma - 5.avi,heico,heico__2298665,True,False,0.023938480277148247,253,130.10369847149147,0.011793276958557551,400652
0024 - Heico - Sigma - 5.avi,heico,heico__2298670,True,False,0.07746374387977578,91,121.56194408749249,0.17300085249348057,397657
0024 - Heico - Sigma - 5.avi,heico,heico__2298686,True,False,0.010272945029572858,169,117.88515915436372,0.011765573428671688,393266
0024 - Heico - Sigma - 5.avi,heico,heico__2298697,False,True,0.007280262648707354,97,134.996462231765,0.014051206511291148,400535
0024 - Heico - Sigma - 5.avi,heico,heico__2298709,False,True,0.08364924632187021,70,124.50257243433524,0.16807573888537874,398844
0024 - Heico - Sigma - 5.avi,heico,heico__2298711,False,False,0.026566859680177614,88,116.23309631674218,0.113737961657316,399972
0024 - Heico - Sigma - 5.avi,heico,heico__2298712,True,False,0.06047080861692163,86,121.69738869809554,0.05943677802060568,400375
0024 - Heico - Sigma - 5.avi,heico,heico__2298714,False,False,0.06250109530259142,82,114.03859721154737,0.05783948747349368,399433
0024 - Heico - Sigma - 5.avi,heico,heico__2298717,True,False,0.0708176148560251,86,124.85333993826926,0.0769932299406826,393645
0024 - Heico - Sigma - 5.avi,heico,heico__2359151,False,False,0.010015112317819728,72,109.24753976588714,0.010209779462616224,390410
0024 - Heico - Sigma - 5.avi,heico,heico__2359153,False,False,0.0708176148560251,86,124.85333993826926,0.0769932299406826,393645
0024 - Heico - Sigma - 5.avi,heico,heico__2359154,False,False,0.11964254380467751,128,125.44088436567819,0.13171985060035596,398930
0024 - Heico - Sigma - 5.avi,heico,heico__2359155,False,False,0.10750903825837131,103,114.18683796499211,0.14297042646391916,394711
0024 - Heico - Sigma - 5.avi,heico,heico__2359156,False,False,0.10308683044400647,78,112.44673052058096,0.14542875434654348,398305
0024 - Heico - Sigma - 5.avi,heico,heico__2359157,False,False,0.10054928938349725,69,121.86756384768313,0.2619240421280639,398879
0024 - Heico - Sigma - 5.avi,heico,heico__2359158,False,False,0.10126091173617847,94,115.31555796289065,0.12954262032826533,396935
0024 - Heico - Sigma - 5.avi,heico,heico__2359159,False,False,0.14475597040364138,75,123.97292514687895,0.18132030639048746,398968
0024 - Heico - Sigma - 5.avi,heico,heico__2359160,False,False,0.11088446454749346,101,125.02650261242185,0.22451541767425542,399055
0024 - Heico - Sigma - 5.avi,heico,heico__2359163,True,False,0.009545437530414385,98,122.61965486692537,0.01857928951998303,400715
0024 - Heico - Sigma - 5.avi,heico,heico__2359201,True,False,0.04107691305633076,165,127.36881541567922,0.14465226039511195,399178
0024 - Heico - Sigma - 5.avi,heico,heico__2359202,False,False,0.012538973834526452,153,135.41123444164526,0.0069367189643560895,400910
0024 - Heico - Sigma - 5.avi,heico,heico__2359215,True,False,0.019483724919222945,171,134.44048177031394,0.03293659499780605,401104
0024 - Heico - Sigma - 5.avi,heico,heico__2359222,False,True,0.13750015780238092,18,110.1130773989118,0.29924633582871496,396065
0024 - Heico - Sigma - 5.avi,heico,heico__2359223,False,True,0.08689867375600419,79,128.47208573354348,0.12057469737933385,399097
0024 - Heico - Sigma - 5.avi,heico,heico__2359224,False,True,0.1002603611979121,33,121.3868130436199,0.156434730529919,399061
0024 - Heico - Sigma - 5.avi,heico,heico__2359225,False,True,0.004507390518712804,153,132.11967734992467,0.006216745168507831,399566
0024 - Heico - Sigma - 5.avi,heico,heico__2359424,True,False,0.014071130000701678,160,124.32224516594661,0.005635969968224056,399044
0024 - Heico - Sigma - 5.avi,heico,heico__2359426,True,False,0.07103284825795544,65,111.2984748304249,0.09305245254916168,397464
0024 - Heico - Sigma - 5.avi,heico,heico__2359427,True,False,0.07746374387977578,91,121.56194408749249,0.17300085249348057,397657
0024 - Heico - Sigma - 5.avi,heico,heico__2359428,True,False,0.05326235306022217,133,125.61048958125095,0.20917955590436912,405183
0024 - Heico - Sigma - 5.avi,heico,heico__2359429,True,False,0.03632571911802491,162,126.44105988679706,0.1973592634076129,400873
0024 - Heico - Sigma - 5.avi,heico,heico__2359430,True,False,0.05415759923129556,153,127.81516511583675,0.18735688684581697,404837
0024 - Heico - Sigma - 5.avi,heico,heico__2359431,True,False,0.04107691305633076,165,127.36881541567922,0.14465226039511195,399178
0024 - Heico - Sigma - 5.avi,heico,heico__2359441,True,False,0.00791410399252557,110,129.44930276943677,0.023537464588881285,400298
0024 - Heico - Sigma - 5.avi,heico,heico__2359446,True,False,0.007893146621253814,97,132.94051548914535,0.028598610646384037,400474
0024 - Heico - Sigma - 5.avi,heico,heico__2383186,True,False,0.03389728926569192,148,134.04765198716427,0.012893156363545556,400445
0024 - Heico - Sigma - 5.avi,heico,heico__2383187,True,False,0.03303390249320477,166,135.1963813712252,0.013640368502105335,400649
0024 - Heico - Sigma - 5.avi,heico,heico__2383188,True,False,0.02355273275612411,172,135.88656041223524,0.01471484066828445,400548
0024 - Heico - Sigma - 5.avi,heico,heico__2383190,True,False,0.024867312752455274,178,135.8023022423271,0.0157552063829681,400566
0024 - Heico - Sigma - 5.avi,heico,heico__2383191,True,False,0.025480489588872165,162,136.44547295053934,0.02437459589945604,400581
0024 - Heico - Sigma - 5.avi,heico,heico__2383192,True,False,0.03470903858835755,160,134.97602465977897,0.04198806978277812,400328
0024 - Heico - Sigma - 5.avi,heico,heico__2383197,True,False,0.025714371443145336,137,134.03102527429664,0.026892071652180872,399932
0024 - Heico - Sigma - 5.avi,heico,heico__2383199,True,False,0.012626850066160893,159,129.86819099361404,0.03359072296720971,399783
0024 - Heico - Sigma - 5.avi,heico,heico__2383206,True,False,0.012660279992717096,126,137.32471523099525,0.03344149608793358,400939
0024 - Heico - Sigma - 5.avi,heico,heico__2383217,False,True,0.018092651765170272,109,127.17800850919248,0.10800128912017548,400273
0024 - Heico - Sigma - 5.avi,heico,heico__2383219,False,True,0.009547885415392908,93,136.7788713730638,0.013331103996087014,400717
0024 - Heico - Sigma - 5.avi,heico,heico__2383220,False,True,0.00820877083078551,98,136.2571024960753,0.011615572954234044,400669
0024 - Heico - Sigma - 5.avi,heico,heico__2278519,False,False,0.026566859680177614,88,116.23309631674218,0.113737961657316,399972
0024 - Heico - Sigma - 5.avi,heico,heico__2278522,False,False,0.06250109530259142,82,114.03859721154737,0.05783948747349368,399433
0024 - Heico - Sigma - 5.avi,heico,heico__2278524,False,False,0.009434197304277777,45,92.04121924819856,0.19316574345516405,361239
0024 - Heico - Sigma - 5.avi,heico,heico__2278587,False,True,0.04038184654148419,142,137.71878187053812,0.11761103445517627,400056
0024 - Heico - Sigma - 5.avi,heico,heico__2278589,False,True,0.018092651765170272,109,127.17800850919248,0.10800128912017548,400273
0024 - Heico - Sigma - 5.avi,heico,heico__2278590,False,True,0.023087489697544893,84,133.92037763180898,0.1620295212168136,400390
0024 - Heico - Sigma - 5.avi,heico,heico__2278591,False,True,0.009547885415392908,93,136.7788713730638,0.013331103996087014,400717
0024 - Heico - Sigma - 5.avi,heico,heico__2278593,False,True,0.008319820381688912,122,136.5812298864912,0.08437570163402769,400850
0024 - Heico - Sigma - 5.avi,heico,heico__2278594,False,True,0.07685984894856106,48,132.19318394747427,0.05211099757408291,400261
0024 - Heico - Sigma - 5.avi,heico,heico__2278595,False,True,0.05243277160720669,82,132.0195766679916,0.0510578300422232,400017
0024 - Heico - Sigma - 5.avi,heico,heico__2278596,False,True,0.024033678147701878,41,117.27485738284395,0.042302673352965586,400022
0024 - Heico - Sigma - 5.avi,heico,heico__2278598,False,True,0.015225219376008231,93,136.5030540336718,0.02075144710753295,400454
0024 - Heico - Sigma - 5.avi,heico,heico__2278599,False,True,0.007280262648707354,97,134.996462231765,0.014051206511291148,400535
0024 - Heico - Sigma - 5.avi,heico,heico__2278600,False,True,0.0077789150460593655,81,134.88883590882992,0.008899817759692438,400570
0024 - Heico - Sigma - 5.avi,heico,heico__2278601,False,True,0.006807392738614598,74,134.26386513071643,0.006417828077123814,400447
0024 - Heico - Sigma - 5.avi,heico,heico__2294158,False,False,0.029410148973466443,161,138.0882329439614,0.10423647977147081,400474
0024 - Heico - Sigma - 5.avi,heico,heico__2294167,False,False,0.1107931659920629,48,121.54243331801266,0.10786988301925957,404682
0024 - Heico - Sigma - 5.avi,heico,heico__2294168,False,False,0.05212757452506821,249,128.0747474192291,0.08162281271548062,400268
0024 - Heico - Sigma - 5.avi,heico,heico__2294186,False,False,0.037159515487525614,237,117.57091167490258,0.03439496203447029,398256
0024 - Heico - Sigma - 5.avi,heico,heico__2294207,False,False,0.03295827717419633,140,138.82979996177454,0.03754781283431752,402873
0024 - Heico - Sigma - 5.avi,heico,heico__2294226,False,False,0.01814238562001684,108,126.54251754646785,0.03495051508783853,400223
0024 - Heico - Sigma - 5.avi,heico,heico__2294233,False,False,0.043042818038322446,97,130.2840516294032,0.053340226577953606,400392
0024 - Heico - Sigma - 5.avi,heico,heico__2294246,False,False,0.006312879768901285,81,130.58107381213267,0.009286283494371949,401560
0024 - Heico - Sigma - 5.avi,heico,heico__2294249,False,True,0.005168732163882736,97,134.75139196551518,0.005335867808178171,400872
0024 - Heico - Sigma - 5.avi,heico,heico__2294275,False,False,0.08253927910710751,89,129.63408172791412,0.07666421465002554,409187
0024 - Heico - Sigma - 5.avi,heico,heico__2294421,False,False,0.10741498919595133,71,116.23348612285464,0.11686173290018245,404478
0024 - Heico - Sigma - 5.avi,heico,heico__2294435,False,False,0.023500747660285135,94,133.9513409206082,0.06852762099240357,400583
0024 - Heico - Sigma - 5.avi,heico,heico__2294492,False,False,0.04276522929500342,83,131.7952286727646,0.02666666666666667,401775
0024 - Heico - Sigma - 5.avi,heico,heico__2294517,False,False,0.030290703913235524,184,135.2865239058987,0.053239568074226945,400717
0024 - Heico - Sigma - 5.avi,heico,heico__2294523,False,False,0.021163136148593827,94,135.97732146646527,0.03360087878069179,400555
0024 - Heico - Sigma - 5.avi,heico,heico__2294528,False,False,0.0450358392940571,135,124.7051334261066,0.04143067363881887,400259
0024 - Heico - Sigma - 5.avi,heico,heico__2294534,False,True,0.08651651003748062,88,114.80692463234372,0.04669021540067134,398606
0024 - Heico - Sigma - 5.avi,heico,heico__2294537,False,True,0.02060287679799875,150,119.11904440275173,0.07783364602876798,399750
